product_id,product_type,product_tags,images_array,vendor,inventory_quantity,gross_amount_exc_tax_product,description
6614569746528,Robes,"32, 34, 36, 38, 40, <20€, Collection : Nasty Gal, dropshipping, eligibility, Nasty Gal, Robes, target2sell:2022-06-25 07:45:00, Type : Robes","[https://cdn.shopify.com/s/files/1/0002/7600/4882/products/agg04179_blue_l_1.jpg?v=1655744645,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/agg04179_blue_l.jpg?v=1655744643,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/agg04179_blue_l_2.jpg?v=1655895902]",NASTY GAL,25,11.666666666666668, Robe droite Ciel  Robe droite bi-matière.  Liens croisés à nouer devant.    Coloris :  ciel   Matière :  100% coton   Entretien  : lavage à 30°C 
6614589997152,Chemises Et Tops,"<20€, Chemises Et Tops, Collection : Nasty Gal, dropshipping, eligibility, L, M, Nasty Gal, S, target2sell:2022-06-25 07:45:00, Type : Chemises Et Tops, XS","[https://cdn.shopify.com/s/files/1/0002/7600/4882/products/agg14864_white_l_1.jpg?v=1655745099,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/agg14864_white_l_2.jpg?v=1655896101,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/agg14864_white_l.jpg?v=1655745097]",NASTY GAL,62,0.0," T-shirt Blanc  T-shirt.     Le mannequin porte une taille UK M.     Coloris :  blanc, noir, rose, moutarde et violet   Matière :  100% coton   Entretien  : lavage à 30°C "
7203775086688,Robes,"S, Type : Robes, XL, XS, Collection : Laagam, dropshipping, L, Laagam, LAAGAM0924, M, recherche1:Prêt-À-Porter, recherche2:Robes, Robes","[https://cdn.shopify.com/s/files/1/0002/7600/4882/files/devon-lime-dress_1a91c92e-226c-48b7-8d14-728abf2f5829.jpg?v=1725464481,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/DEVON-LIME-DRESS2.jpg?v=1725464481,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/DEVON-LIME-DRESS.jpg?v=1725464481,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/DEVON-LIME-DRESS3.jpg?v=1725464481]",LAAGAM,27,0.0, Robe midi sans manches en viscose de lin citron vert avec une encolure ronde et un dos ouvert terminé par une couture latérale ouverte. 
6648365318240,Chemises Et Tops,"closedfev2023, Collection : Closed, dispeo, Femme, L, M, S, Type : Chemises Et Tops, XS, Chemises Et Tops, Closed","[https://cdn.shopify.com/s/files/1/0002/7600/4882/products/C95334-42K-22-218.jpg?v=1677158394,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/C95334-42K-22-218_20_3.jpg?v=1677158427]",CLOSED,37,30.833333333333336,  Coupe:  Slim Fit   Jambe:  Straight   Longueur: : Long  Longueur:     Composition :  64% Lyocell (Tencel™) 32% Coton 4% Élasthanne   Entretien :  température maximale de 30°c procédé doux. ne pas mettre au sèche-linge. le nettoyage a sec professionnel au tetrachloroethene et a tous les solvants mentionnes pour le symbole p. le fer a repasser a une temperature maximale de la semelle de 110 °c le fer a vapeur peut causer des dommages irreversibles. ne pas blanchir 
6601604530272,Robes Et Combinaisons,"dispeo, eligibility, FRNCH, L, M, oldfrnch, Robes Et Combinaisons, S","[https://cdn.shopify.com/s/files/1/0002/7600/4882/products/combinaison-madlie-beige-robes-et-combinaisons-frnch-940422.jpg?v=1648482631,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/combinaison-madlie-beige-robes-et-combinaisons-frnch-469292.jpg?v=1648480754,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/combinaison-madlie-beige-robes-et-combinaisons-frnch-609817.jpg?v=1648479155]",FRNCH,120,258.33333333333337," La combinaison Madlie est l'un de nos coups de cœur de la collection ""Jardin du Luxembourg"". Les détails qui nous font craquer : sa douce couleur chaude, son col droit, ses bretelles larges, sa coupe évasée ainsi que sa ceinture qui permet de marquer la taille pour un look ultra féminin. Pièce tendance de la nouvelle saison, elle se porte aussi bien avec des sandales qu'avec une paire de baskets.   - poches latérales - fermeture éclair dans le dos - bretelles ajustables avec bouton  100% VISCOSE   Composition :  100%viscose "
6643727990880,Hauts,"6A, Collection : The Animals Observatory, dispeo, Hauts, recherche1:Enfant, recherche2:T-Shirts, The Animals Observatory, Type : Hauts, 2A, 3A, 4A","[https://cdn.shopify.com/s/files/1/0002/7600/4882/products/tops-shark-kids-tops-soft-pink-logo-393592.jpg?v=1674133423,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/tops-shark-kids-tops-soft-pink-logo-622707.jpg?v=1674133423]",THE ANIMALS OBSERVATORY,95,22.5," Le sweat-shirt Soft Pink Shark a un col côtelé et des manches à revers. Avec le logo de l'Observatoire des animaux sur le devant et la devise que nous vivons au dos. Une partie de la ligne de vêtements 2015, nommée d'après l'année de notre naissance. Inspiré par la simplicité et l'élégance, à porter par les enfants et les adultes.   Composition :  100% Coton   Entretien :  Lavage en machine jusqu'à 30°C-86°F/Ne pas blanchir/Ne pas sécher au sèche-linge/Repasser jusqu'à 110°C-230°F/Ne pas nettoyer à sec/ "
14833370104187,Plantes D'Intérieur,"Type : Plantes D'Intérieur, Collection : Perfect Plant, dropshipping, NONRETOURNABLE, Perfect Plant, PERFECTPLANT1125, Plantes D'Intérieur, seo-generated-metafields20251127, Type : Plantes D'Intérieur, Type : Plantes D'Intérieur, recherche2:Plantes","[https://cdn.shopify.com/s/files/1/0002/7600/4882/files/2073171_Close-up_3.jpg?v=1731416746,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/2073171_Close-up_2.jpg?v=1731416746,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/2073171_Atmosphere_3.jpg?v=1731416745,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/2073171_Atmosphere_2.jpg?v=1731416746,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/2073171_Product-image_1.png?v=1731416746,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/2073171_Atmosphere_1.jpg?v=1731416745,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/2073171_Close-up_1.jpg?v=1731416746]",PERFECT PLANT,249,58.434305317324188," Les Dracaenas, également connus sous le nom de dragonniers, sont originaires d’Afrique tropicale ou d’Asie. Leur nom est dérivé du mot grec drakaina, qui signifie dragon femelle. Lorsque la plante est endommagée, de la résine rouge s'écoule des « blessures ». Cette résine est également appelée sang de dragon et est utilisée en médecine depuis l'Antiquité. Le Dracaena bicolor a une apparence saisissante. Les belles feuilles vert foncé avec une subtile lueur rouge foncé donnent à la plante un aspect unique. De plus, le Dracaena est très facile à entretenir.  La plante a une hauteur de 70 à 80 cm à la livraison, mesurée avec le pot de pépinière. La plante est livrée dans un pot de pépinière d'un diamètre de 17 cm. "
6618455572576,T-shirts & Polos,"0415325, Collection : Maison Labiche, dropshipping, Homme, INACTIF, L, M, Maison Labiche, S, SRPFINALRETOUR0923, Type : T-shirts & Polos, XL, XS, XXL","[https://cdn.shopify.com/s/files/1/0002/7600/4882/products/PhotoProduit_404528f9-2f62-4b8f-98ba-a79e1aef420e.jpg?v=1658130249,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/PhotoProduit_96e1d25a-ff5e-4207-8b8f-93893c9fe85f.jpg?v=1658130249]",MAISON LABICHE,3000,590.83333333333326," - Sa broderie fait référence au plus joli des sentiments - Jersey 100% coton biologique - Certifié GOTS : 100% des fibres sont issues de l'agriculture biologique. Certificat délivré par Ecocert Greenlife (207286). MAISON LABICHE - Coupe droite - Finition encolure V finie avec un colletage en bord-côte - Fabriqué au Portugal  Alexis mesure 1m89 et porte du M  Lavage délicat en machine, 30°
Laver avec coloris similaires
Ne pas blanchir
Ne pas sécher en tambour
Repasser à la température indiquée "
6542526152800,Blouses Et Chemises,"11230436, 34, 36, 38, 40, 42, Blouses Et Chemises, Collection : Le Mont St Michel, dropshipping, Femme, Le Mont St Michel, LEMONTSTMICHEL1223, recherche1:Prêt-À-Porter, recherche2:Chemises, Type : Blouses Et Chemises","[https://cdn.shopify.com/s/files/1/0002/7600/4882/products/top-eleonor-bleu-marine-femme-top-le-mont-st-michel-944087.jpg?v=1701805901,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/top-eleonor-bleu-marine-femme-top-le-mont-st-michel-627102.jpg?v=1701805913,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/top-eleonor-bleu-marine-femme-top-le-mont-st-michel-365669.jpg?v=1617132292,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/top-eleonor-bleu-marine-femme-chemises-et-tops-le-mont-st-michel-543887.jpg?v=1701775364,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/top-eleonor-bleu-marine-femme-chemises-et-tops-le-mont-st-michel-572967.jpg?v=1701775364]",LE MONT ST MICHEL,18,134.08333333333334," Blouse en coton couvert de rayures en fil métallique - Col en V entouré de tissu froncé - Pli plat au milieu de la blouse à l'avant - Epaules recouvertes d'un empiècement froncé - Manches 1/2 montées - Coutures anglaises à l'intérieur
Noémie mesure 1,70m et porte du 38. "
6663550369888,Pantalons,"pangaia0623, Pantalons, recherche1:Prêt-à-porter, recherche2:Pantalons, S, Type : Pantalons, XL, XS, XXL, XXS, 6230658, Collection : Pangaia, dropshipping, INACTIF, L, M, Mixte, Pangaia","[https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Move-Tech-Jersey-Wide-Leg-Track-Pants-Jasper-Red-Male-2.jpg?v=1686241749,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Move-Tech-Jersey-Wide-Leg-Track-Pants-Jasper-Red-Male-1.jpg?v=1686241737,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Move-Tech-Jersey-Wide-Leg-Track-Pants-Jasper-Red-Female-1.jpg?v=1686241724,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Move-Tech-Jersey-Wide-Leg-Track-Pants-Jasper-Red-Female-2.jpg?v=1686237512,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Move-Tech-Jersey-Wide-Leg-Track-Pants-Jasper-Red-1.png?v=1686237512,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Move-Tech-Jersey-Wide-Leg-Track-Pants-Jasper-Red-Male-3.jpg?v=1686237512,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Move-Tech-Jersey-Wide-Leg-Track-Pants-Jasper-Red-2.jpg?v=1686237512]",PANGAIA,89,0.0,"    Ce pantalon à jambes larges est fabriqué à partir d'un tissu en jersey de coton biologique, ce qui vous permet de bouger et de vous plier avec confort et aisance. Il a un éclat mercerisé et a été traité avec de l'huile de menthe poivrée (pprmint™) pour le garder plus frais, plus longtemps.    Composition :  100% coton biologique   Conseils d'entretien :  Machine wash cold
Wash separately
Wash inside out
Do not bleach
Do not tumble dry
Iron low
Do not dry clean
Do not iron on print  Conseil taille :  [""Els fait 179cm / 5'10 ; elle porte une taille S"", ""Claudio fait 187cm / 6'1 ; il porte une taille M""]"
6752859390048,Chemises Et Top,"Chemises Et Top, Collection : Jagvi, dropshipping, Jagvi, JAGVI0124, Type : Chemises Et Top","[https://cdn.shopify.com/s/files/1/0002/7600/4882/products/P230323134039-Dos-Haut-JAGVI-2-scaled_90e3e5b7-6f79-4051-bda3-f0009256b639.jpg?v=1704209234,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/P230323134039-Dos-Haut-JAGVI-2-scaled.jpg?v=1704209234,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/P230323134039-Face-Silhouette-JAGVI-1-scaled.jpg?v=1704209234]",JAGVI,40,24.916666666666668," 
 T-shirt col rond en coton « bio » avec la broderie « red earth». Le T-shirt, l’incontournable du vestiaire masculin est proposé dans un tissu « éco friendly » de grande qualité japonaise. "
7123388629088,Sabots,"36, 37, 38, 39, 40, 41, 6240952, Collection : Noa Harmon, dropshipping, Noa Harmon, NOAHARMON0624, recherche1:Chaussures, recherche2:Sabots, Sabots, Type : Sabots","[https://cdn.shopify.com/s/files/1/0002/7600/4882/files/009660-0067__03.jpg?v=1718873701,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/009660-0067__01.jpg?v=1718873701,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/009660-0067__02.jpg?v=1718873701,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/009660-0067__04.jpg?v=1718873701]",NOA HARMON,256,0.0," 
Sabot à talon Noa Harmon avec boucle ovale. TERRA n'a pas besoin de mots. Son raphia combiné au napa végétalien et son talon unique vous fascineront.   Tige  : Raffia + vegan nappa  Doublure  : Leather  Semelle Intérieure  : Leather  Semelle Extérieure  : Synthetic  Hauteur Du Talon  : 8.5  Hauteur De La Plate-Forme  : 2 "
6710011232352,Robes,"42, Antik Batik, ANTIKBATIK1123, Collection : Antik Batik, couleur:Multicolore, dropshipping, INACTIF, langshop, nom:Elvis, recherche1:Prêt-à-porter, recherche2:Robes, Robes, Type : Robes, 11230348, 36, 38, 40","[https://cdn.shopify.com/s/files/1/0002/7600/4882/files/elvis_dress_multico_2.jpg?v=1699018324,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/elvis_dress_multico_5.jpg?v=1699018323]",ANTIK BATIK,69,0.0, Robe longue ample et fluide en Crêpe de viscose. Imprimé cachemire dessiné dans notre atelier parisien puis appliqué au cadre (savoir-faire artisanal indien). Col rond. Plastron au niveau des épaules. Patte de boutonnage. Poignets fermés par un bouton en Nacre Naturelle. Fentes sur les côtés de la robe.   Composition :  100%VISCOSE 
6678875078752,Combinaisons & Robes,"dropshipping, L, langshop, M, Nomadiya, Nomadiya0923, recherche1:Prêt-à-porter, recherche2:Robes, S, Type : Combinaisons & Robes, 9230804, Collection : Nomadiya, Combinaisons & Robes","[https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Look04_0007.jpg?v=1694979619,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Look04_0087.jpg?v=1694979619,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Look04_0023.jpg?v=1694979619,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Look04_0017.jpg?v=1694979619,https://cdn.shopify.com/s/files/1/0002/7600/4882/products/Look04_0122-reduite.jpg?v=1694979619]",NOMADIYA,87,450.0," 
 Robe imprimée  
 Élastique à la taille 
 Fronces sur l’encolure  
 Col et poignets avec boutonnage  
 Deux volants superposés sur la partie jupe  
  
 Prendre sa taille habituelle.  
 Composition: 100 % Viscose 
 Entretien: Lavage à 30˚ "
6867937263712,Maillots de bain,,"[https://cdn.shopify.com/s/files/1/0002/7600/4882/files/products_30021653_image1_original.jpg?v=1709224212,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/products_30021653_image4_original.jpg?v=1709224212,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/products_30021653_image3_original.jpg?v=1709224212,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/products_30021653_image2_original.jpg?v=1709224212]",NA-KD,55,8.25,"Triangle sans armatures. Liens à  nouer autour du cou et au dos. Motifs à  rayures. Empiècement en métal à  motif cÅ“ur à  l'entre-bonnet.   Les produits NA-KD taillent grand. Si vous hésitez entre deux tailles, nous vous conseillons de prendre la plus petite.    Les tailles indiquées sont aux normes européennes. Pour connaître les correspondances et choisir votre taille le plus judicieusement, n'hésitez pas à  consulter notre guide des tailles. "
6904714166368,T-Shirts,"M, recherche1:Prêt-À-Porter, recherche2:T-Shirts, S, T-Shirts, XL, XXL, 3241324, dropshipping, HERO SEVEN, HEROSEVEN0324, HEROSEVENTB0324, L","[https://cdn.shopify.com/s/files/1/0002/7600/4882/files/BAsicMINEAL.png?v=1711718236,https://cdn.shopify.com/s/files/1/0002/7600/4882/files/basicmineral.jpg?v=1711718236]",HERO SEVEN,33,83.0," La pièce basique et très bien connue de notre collection fait également son retour et revêt des couleurs sobres pour agrémenter tous les styles, des plus sophistiqués et travaillés aux plus simples et tendances. "
